date,D
1965-08-16,0.523848394828367
1968-10-29,1.8154095033321
1968-10-29,0.905214818779026
1968-10-29,1.49055299039081
1968-10-29,1.62362251087235
1968-10-29,1.45464086224898
1969-05-05,1.54169502710925
1969-05-05,1.40633207031364
1969-05-05,0.932002401839418
1969-05-05,1.5170653777114
1969-05-05,1.1439986700107
1969-06-09,1.42999833751337
1969-06-09,2.05809872656644
1969-06-09,1.50050814250207
1969-06-09,1.55333733639903
1969-06-09,1.67433187965374
1969-07-16,1.88497755645074
1969-07-16,1.96196849447864
1969-07-16,2.36427579912477
1969-07-16,2.84149543488062
1969-07-16,3.34033922540338
1969-08-18,2.30831206542234
1969-08-18,1.78184522624022
1969-08-18,1.76408462277124
1969-08-18,3.68313211716162
1969-08-18,3.00427380625801
1969-09-16,2.79768255958446
1969-09-16,2.62697311013863
1969-09-16,2.3868315209103
1969-09-16,2.95534254977393
1969-09-16,2.38186957014953
1969-10-15,2.05902504059053
1969-10-15,3.04880831684914
1969-10-15,2.60866812945059
1969-10-15,2.3443794414445698
1969-10-15,2.49283991294275
1970-06-08,3.4781030234477
1970-06-08,2.39285327107367
1970-06-08,3.65646338281547
1970-06-08,2.72958420409397
1970-06-08,1.91070894286578
1970-10-27,3.46273125730072
1970-10-27,5.00531014426671
1970-10-27,4.18209288433411
1970-10-27,3.75350729154577
1970-10-27,4.1169022413751
1971-10-01,4.69540012327975
1971-10-01,4.40277846963185
1971-10-01,3.9126627640335
1971-10-01,4.37480716600652
1971-10-01,5.25922656995776
1977-09-27,7.05054129939303
1977-09-27,6.33783556909016
1977-09-27,6.783324795433
1977-09-27,6.36218091579714
